,Obs,Time,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,Status,filename,date,site,species,sppcode,ID
4028,28,2225,-0.495,0.149,394,2.46,1.55,6,1,2.84,31.07,28.11,32.96,400.06,399.47,21.615,24.49,44.12,49.99,499.9,0,7,92.46,0.963,-0.0795,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
4131,29,2231.8,-0.495,0.149,394,2.46,1.55,6,1,2.84,31.08,28.1,32.96,400.01,399.42,21.613,24.499,44.12,49.99,499.9,0,7,92.46,0.963,-0.0795,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
4229,30,2234.8,-0.535,0.15,395,2.46,1.55,6,1,2.84,31.07,28.09,32.95,400.1,399.56,21.627,24.511,44.14,50.03,499.7,0,7,92.46,0.963,-0.0795,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
4421,31,3208.3,8.68,0.174,294,3.18,1.73,6,1,2.84,31.19,29.5,32.94,400.41,388.5,22.389,26.105,45.39,52.92,499.7,1300,4,92.45,0.617,-0.0645,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
4515,32,3212.8,8.69,0.176,295,3.2,1.73,6,1,2.84,31.19,29.52,32.94,400.48,388.55,22.392,26.138,45.39,52.99,499.6,1299,4,92.46,0.617,-0.0645,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
4613,33,3216.5,8.65,0.174,294,3.18,1.73,6,1,2.84,31.19,29.52,32.94,400.38,388.5,22.391,26.113,45.39,52.93,499.7,1299,4,92.46,0.617,-0.0645,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
495,34,3390.3,6.35,0.177,222,3.23,1.73,6,1,2.84,31.21,29.54,32.95,299.58,290.83,22.412,26.188,45.39,53.04,499.5,1299,3,92.45,0.134,0.0308,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
504,35,3396.3,6.07,0.197,230,3.5,1.7,6,1,2.84,31.2,29.52,32.95,299.2,290.69,22.414,26.499,45.4,53.68,499.8,1299,4,92.45,0.134,0.0308,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
5115,36,3401.5,6.27,0.179,224,3.25,1.72,6,1,2.84,31.2,29.52,32.95,299.39,290.72,22.419,26.218,45.42,53.11,499.9,1300,4,92.45,0.134,0.0308,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
536,37,3563.5,3.57,0.178,155,3.24,1.73,6,1,2.84,31.16,29.47,32.91,199.31,194.27,22.235,26.023,45.15,52.84,499.5,1301,6,92.45,-0.152,-0.0256,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
545,38,3568,3.66,0.179,154,3.26,1.72,6,1,2.84,31.17,29.45,32.91,199.33,194.17,22.23,26.037,45.1,52.83,499.8,1301,4,92.45,-0.152,-0.0256,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
557,39,3576.3,3.64,0.179,155,3.26,1.72,6,1,2.84,31.18,29.47,32.92,199.34,194.22,22.245,26.051,45.13,52.85,499.8,1300,5,92.45,-0.152,-0.0256,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
585,40,3738,1.11,0.182,85,3.3,1.72,6,1,2.84,31.19,29.47,32.92,99.83,98.11,22.233,26.089,45.08,52.9,499.7,1300,6,92.45,-0.765,-0.0189,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
595,41,3747,1.14,0.182,84.7,3.31,1.72,6,1,2.84,31.2,29.48,32.92,99.83,98.07,22.233,26.101,45.05,52.89,499.8,1300,6,92.46,-0.765,-0.0189,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
606,42,3751.5,1.08,0.182,85.3,3.3,1.73,6,1,2.84,31.2,29.5,32.93,99.83,98.14,22.238,26.101,45.06,52.89,499.8,1300,7,92.45,-0.765,-0.0189,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
645,43,3953.5,-0.043,0.183,48.6,3.34,1.74,6,1,2.84,31.25,29.54,32.99,49.87,49.72,22.21,26.118,44.88,52.77,499.9,1300,4,92.45,-1.23,-0.00148,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
656,44,3957.3,0.0112,0.183,48,3.35,1.74,6,1,2.84,31.26,29.56,32.99,49.82,49.6,22.21,26.123,44.84,52.74,499.7,1300,4,92.45,-1.23,-0.00148,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
666,45,3961.8,-0.0028,0.182,48.2,3.35,1.74,6,1,2.84,31.26,29.57,32.99,49.87,49.67,22.222,26.133,44.86,52.76,499.7,1300,4,92.45,-1.23,-0.00148,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
685,46,4504.8,8.81,0.19,300,3.39,1.7,6,1,2.84,31.26,29.53,33.01,401.11,388.95,22.535,26.498,45.49,53.49,499.8,1300,4,92.44,1.08,0.0211,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
695,47,4507.8,8.84,0.19,300,3.39,1.7,6,1,2.84,31.26,29.54,33,401,388.8,22.53,26.495,45.48,53.49,499.7,1300,4,92.44,1.08,0.0211,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
704,48,4510.8,8.84,0.19,300,3.39,1.7,6,1,2.84,31.27,29.53,33.01,401.14,388.81,22.535,26.501,45.48,53.49,499.7,1300,3,92.44,1.08,0.0211,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
7115,49,4514.5,8.97,0.19,299,3.4,1.7,6,1,2.84,31.27,29.53,33.01,401.17,388.82,22.534,26.503,45.48,53.49,499.7,1299,4,92.44,1.08,0.0211,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
744,50,4709.8,12.8,0.191,455,3.44,1.71,6,1,2.84,31.37,29.65,33.09,601.38,583.66,22.623,26.644,45.39,53.46,499.7,1299,7,92.44,2.54,0.0226,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
757,51,4713.5,12.8,0.191,455,3.44,1.71,6,1,2.84,31.37,29.65,33.09,601.37,583.54,22.625,26.638,45.39,53.46,499.8,1299,7,92.44,2.54,0.0226,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
765,52,4721,12.7,0.19,455,3.43,1.72,6,1,2.84,31.37,29.66,33.1,601.25,583.57,22.632,26.643,45.39,53.44,499.7,1300,7,92.44,2.54,0.0226,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
795,53,4880.8,14.8,0.19,625,3.41,1.7,6,1,2.84,31.39,29.66,33.11,798.76,777.83,22.769,26.757,45.62,53.62,499.8,1300,8,92.43,3.82,0.0267,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
806,54,4885.3,14.8,0.19,625,3.41,1.71,6,1,2.84,31.38,29.66,33.1,798.48,777.56,22.751,26.737,45.62,53.61,499.7,1299,7,92.43,3.82,0.0267,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
8115,55,4893.5,14.8,0.19,624,3.41,1.71,6,1,2.84,31.4,29.68,33.12,798.69,777.71,22.762,26.748,45.59,53.57,499.8,1298,6,92.43,3.82,0.0267,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
833,56,5122.3,16.8,0.186,796,3.34,1.7,6,1,2.84,31.36,29.64,33.06,999.59,975.46,22.788,26.696,45.76,53.6,499.7,1300,4,92.43,5.17,0.0236,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
845,57,5127.5,16.9,0.186,795,3.34,1.71,6,1,2.84,31.36,29.64,33.06,999.51,975.36,22.792,26.694,45.76,53.59,499.8,1300,4,92.43,5.17,0.0236,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
855,58,5131.3,16.8,0.186,795,3.34,1.71,6,1,2.84,31.35,29.65,33.06,999.44,975.35,22.793,26.695,45.77,53.6,499.6,1301,4,92.43,5.17,0.0236,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
864,59,5134.3,16.8,0.186,795,3.34,1.71,6,1,2.84,31.36,29.64,33.06,999.44,975.41,22.795,26.705,45.77,53.6,499.8,1301,3,92.43,5.17,0.0236,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
894,60,5393.3,17.5,0.182,1270,3.22,1.68,6,1,2.84,31.3,29.6,33,1500.42,1473.73,23.122,26.884,46.58,54.16,499.4,1300,5,92.43,9.02,0.00749,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
903,61,5397,17.4,0.182,1270,3.22,1.68,6,1,2.84,31.3,29.59,33,1500.67,1474.06,23.129,26.889,46.59,54.17,499.6,1300,5,92.43,9.02,0.00749,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
9112,62,5401.5,17.7,0.182,1270,3.21,1.67,6,1,2.84,31.29,29.58,33,1500.57,1473.68,23.129,26.886,46.61,54.18,499.6,1300,5,92.43,9.02,0.00749,111115,210830_AAT3.csv,8/30/21,J24,Lonicera morrowii,lomor,lomor-J24-1
1143,1,440.3,32.4,0.758,304,10.4,1.56,1.5,1,4.82,30.29,26.19,32.1,401.43,390.53,15.361,18.405,35.78,42.87,500.7,1199,167,100.9,3.38,-0.646,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
2137,2,542.3,24,0.819,232,11,1.55,1.5,1,4.82,30.34,26.25,32.15,300.08,291.94,15.366,18.605,35.69,43.21,500.6,1199,175,100.9,2.67,-0.637,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
3144,3,649,15.6,0.868,156,11.5,1.53,1.5,1,4.82,30.34,26.24,32.14,198.32,193,15.354,18.725,35.66,43.49,500.6,1199,192,100.9,1.74,-0.628,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
479,4,749.5,5.54,0.905,84.2,11.7,1.51,1.5,1,4.82,30.3,26.18,32.12,99.74,97.74,15.367,18.811,35.77,43.79,500.5,1200,210,100.9,0.904,-0.634,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
537,5,851,0.671,0.947,46.8,12.2,1.51,1.5,1,4.82,30.31,26.23,32.11,49.66,49.28,15.382,18.95,35.79,44.09,500.7,1198,203,100.9,0.404,-0.63,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
646,6,998,31.1,0.914,318,12,1.53,1.5,1,4.82,30.41,26.32,32.19,400.6,389.9,15.401,18.917,35.63,43.76,500.3,1199,184,100.9,3.41,-0.611,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
745,7,1094.3,33,0.846,308,11.4,1.55,1.5,1,4.82,30.46,26.36,32.23,399.65,388.44,15.427,18.767,35.58,43.29,500.6,1199,191,100.9,3.34,-0.598,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
830,8,1221.5,45.2,0.806,470,11,1.57,1.5,1,4.82,30.5,26.42,32.28,601.11,585.66,15.466,18.707,35.59,43.05,500.9,1199,232,100.9,4.98,-0.589,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
932,9,1340.3,50.6,0.72,637,10.3,1.61,1.5,1,4.82,30.59,26.52,32.39,799.19,781.65,15.533,18.545,35.56,42.46,500.5,1200,286,100.9,6.7,-0.566,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
1031,10,1467.3,52.5,0.67,818,9.75,1.63,1.5,1,4.82,30.62,26.6,32.42,1000.24,981.68,15.651,18.515,35.77,42.32,500.6,1200,325,100.9,8.48,-0.541,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
1144,11,1596,53.1,0.664,1010,9.67,1.63,1.5,1,4.82,30.75,26.66,32.52,1202.43,1183.12,15.815,18.653,35.88,42.32,500.7,1200,237,100.9,10.3,-0.51,111115,rgn-aggi-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis gigantea,aggig,aggig-J6-1
1145,1,127.3,9.6,0.14,278,1.76,1.27,1.32,1,4.86,29.32,29.98,28.45,400.08,397.36,29.002,29.453,71.85,72.97,499.6,1200,630,101.5,2.49,-0.181,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
2138,2,235,6.72,0.15,218,1.86,1.25,1.32,1,4.86,29.36,29.99,28.45,299.28,297.36,29.125,29.602,71.99,73.17,499.7,1200,549,101.5,1.64,-0.178,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
3145,3,340,3.2,0.165,162,2.03,1.25,1.32,1,4.86,29.46,30.03,28.64,198.7,197.75,29.236,29.756,71.85,73.13,499.9,1200,628,101.5,0.844,-0.169,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
480,4,445,0.172,0.164,96.5,2.06,1.27,1.32,1,4.86,29.44,30.19,28.44,100.41,100.31,29.416,29.943,72.38,73.67,499.7,1199,651,101.5,0.0835,-0.155,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
538,5,546.3,-1.8,0.148,68.7,1.82,1.24,1.32,1,4.86,29.17,30.13,27.86,49.52,49.97,29.579,30.045,73.92,75.08,499.9,1200,910,101.5,-0.294,-0.142,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
647,6,698,11.1,0.179,289,2.07,1.18,1.32,1,4.86,29.2,29.97,28.04,401.27,398.12,29.78,30.311,74.29,75.62,499.8,1200,607,101.5,2.4,-0.103,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
746,7,794,10.3,0.147,276,1.73,1.18,1.32,1,4.86,29.22,29.97,28.05,399.74,396.84,29.839,30.281,74.35,75.46,499.7,1201,663,101.5,2.35,-0.0998,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
834,8,919.3,15.6,0.147,412,1.75,1.2,1.32,1,4.86,29.31,30.07,28.24,600.51,596.11,29.857,30.305,74.01,75.12,499.7,1200,667,101.5,3.97,-0.101,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
933,9,1039.3,20,0.118,505,1.41,1.2,1.32,1,4.86,29.12,30.07,27.86,799.65,794.08,29.96,30.322,75.09,76,499.8,1200,1062,101.5,5.69,-0.0909,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
1032,10,1182.3,22.7,0.123,677,1.5,1.21,1.32,1,4.86,29.06,30.18,27.66,1000.66,994.27,30.061,30.444,75.6,76.57,499.7,1200,1267,101.5,7.37,-0.053,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
1146,11,1313.3,25.4,0.0788,650,1,1.27,1.32,1,4.86,28.68,30.39,26.75,1198.98,1191.96,30.202,30.459,77.65,78.31,499.7,1201,993,101.5,8.92,0.0606,111115,rgn-aggi-hirose3-2 (RCMP).csv,8/19/19,J8,Agrostis gigantea,aggig,aggig-J8-1
1147,1,114.3,18.5,0.294,280,3.67,1.21,1.66,1,4.75,29.44,30.87,27.55,399.23,392.6,33.221,34.398,76.58,79.29,499.6,1200,1637,95.09,2.78,-0.284,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
2139,2,219.8,13.8,0.292,210,3.77,1.25,1.66,1,4.75,29.66,31.09,27.77,299.63,294.68,33.352,34.561,75.92,78.67,499.7,1201,916,95.1,1.83,-0.283,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
3146,3,328,9.24,0.315,143,4.01,1.24,1.66,1,4.75,29.66,31.06,27.76,199.81,196.48,33.306,34.591,75.81,78.74,499.8,1199,1117,95.1,0.829,-0.294,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
487,4,432.3,3.03,0.333,80.4,4.08,1.2,1.66,1,4.75,29.57,30.87,27.67,98.83,97.69,33.203,34.512,75.98,78.97,499.5,1201,1219,95.11,0.166,-0.293,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
539,5,533,0.252,0.342,46.9,4.07,1.16,1.66,1,4.75,29.49,30.77,27.62,49.3,49.15,33.278,34.583,76.49,79.49,499.8,1201,1086,95.1,-0.179,-0.272,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
648,6,687.3,21.2,0.396,295,4.63,1.16,1.66,1,4.75,29.53,30.82,27.66,400.92,393.28,33.307,34.792,76.38,79.79,499.8,1200,1581,95.1,2.89,-0.247,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
747,7,787,21.5,0.392,292,4.72,1.19,1.66,1,4.75,29.69,30.99,27.81,400.39,392.62,33.41,34.923,75.92,79.36,499.7,1201,1571,95.1,2.81,-0.257,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
835,8,919.5,28.9,0.389,451,4.97,1.26,1.66,1,4.75,29.98,31.3,28.09,600.35,589.77,33.412,35.006,74.67,78.23,499.5,1200,1463,95.1,4.27,-0.291,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
934,9,1036.5,32.2,0.333,609,4.36,1.28,1.66,1,4.75,29.95,31.2,28.06,800.01,788.19,33.141,34.538,74.19,77.32,499.9,1201,855,95.1,5.72,-0.312,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
1033,10,1179,31.6,0.311,797,3.95,1.24,1.66,1,4.75,29.56,30.76,27.69,999.73,987.94,32.533,33.801,74.48,77.38,499.8,1201,437,95.1,7.69,-0.342,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
1148,11,1308,31.2,0.35,1020,4.07,1.14,1.66,1,4.75,29.09,30.09,27.45,1201.68,1189.7,31.736,33.042,74.65,77.73,499.8,1201,344,95.1,9.85,-0.341,111115,rgn-aggi-ski1-1.1 (RCMP).csv,7/30/19,J17,Agrostis gigantea,aggig,aggig-J17-1
1149,1,136.3,14.5,0.37,318,6.6,1.86,1.29,1,4.86,31.06,27.42,32.82,400.38,395.96,16.422,18.1,36.18,39.88,499.6,1199,384,99.73,-5.41,-0.49,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
2140,2,243.3,10.4,0.364,239,6.71,1.92,1.29,1,4.86,31.34,27.72,33.1,298.99,295.78,16.438,18.143,35.64,39.34,499.7,1200,380,99.73,-5.25,-0.465,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
3147,3,349.3,6.58,0.352,160,6.76,1.99,1.29,1,4.86,31.69,28.08,33.45,199.48,197.43,16.516,18.234,35.11,38.76,499.5,1199,509,99.73,-5.05,-0.459,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
488,4,456.3,1.44,0.349,87.9,6.98,2.07,1.29,1,4.86,32.14,28.55,33.89,98.61,98.06,16.711,18.484,34.63,38.3,499.8,1199,532,99.73,-4.88,-0.436,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
540,5,558.5,-0.348,0.345,49.1,7.09,2.13,1.29,1,4.86,32.42,28.89,34.15,49.09,49.09,16.927,18.727,34.52,38.19,499.7,1199,399,99.73,-5.03,-0.415,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
649,6,716,14.5,0.343,310,7.18,2.17,1.29,1,4.86,32.8,29.13,34.54,399.06,394.57,17.095,18.917,34.13,37.77,499.7,1199,351,99.73,-5.74,-0.365,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
748,7,815.3,14.8,0.323,305,6.89,2.2,1.29,1,4.86,32.94,29.26,34.66,399.77,395.23,17.141,18.89,33.95,37.41,499.7,1199,247,99.72,-5.85,-0.373,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
836,8,942.5,20.7,0.323,466,6.93,2.22,1.29,1,4.86,33.04,29.31,34.78,600.76,594.33,17.089,18.849,33.65,37.11,499.6,1200,199,99.7,-6,-0.333,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
935,9,1059.5,25.1,0.309,631,6.67,2.22,1.29,1,4.86,33.07,29.29,34.82,801.24,793.38,17.059,18.753,33.53,36.86,499.7,1199,260,99.7,-6.34,-0.348,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
1034,10,1213.8,26.5,0.308,815,6.59,2.2,1.29,1,4.86,32.99,29.16,34.71,1001.15,992.61,16.995,18.665,33.55,36.85,500.6,1200,367,99.69,-5.92,-0.429,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
1150,11,1340,26.2,0.298,1000,6.37,2.19,1.29,1,4.86,32.93,29.15,34.68,1200.89,1192.15,17.085,18.7,33.85,37.04,500.5,1201,659,99.69,-5.78,-0.419,111115,rgn-aggi-tohoku-1.1 (RCMP).csv,7/2/19,J4,Agrostis gigantea,aggig,aggig-J4-1
1151,1,289,10,0.233,313,4.69,1.82,1.32,1,4.86,32.39,28.51,34.26,400.14,397,22.156,23.366,40.53,42.74,499.7,1199,321,89.3,6.32,-0.613,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
2141,2,397.3,7.15,0.236,239,4.71,1.81,1.32,1,4.86,32.4,28.41,34.27,300.62,298.36,22.07,23.285,40.35,42.57,499.7,1200,270,89.3,5.43,-0.595,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
3148,3,503,3.66,0.248,168,4.84,1.77,1.32,1,4.86,32.38,28.24,34.27,199.53,198.31,21.986,23.234,40.25,42.53,499.8,1201,636,89.31,4.4,-0.591,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
489,4,605,0.222,0.256,95.1,4.99,1.77,1.32,1,4.86,32.38,28.23,34.28,99.91,99.72,21.96,23.246,40.2,42.55,499.8,1198,701,89.3,3.35,-0.592,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
546,5,704.3,-1.46,0.257,56.2,5.15,1.82,1.32,1,4.86,32.52,28.46,34.41,48.15,48.47,21.927,23.256,39.82,42.23,499.7,1200,522,89.3,2.75,-0.591,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
650,6,839.8,11.3,0.26,313,5.26,1.84,1.32,1,4.86,32.59,28.53,34.48,401.4,397.87,21.853,23.211,39.53,41.98,499.8,1199,367,89.3,6.82,-0.599,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
749,7,936.3,10.2,0.244,315,5.02,1.87,1.32,1,4.86,32.63,28.61,34.5,399.83,396.62,21.812,23.108,39.37,41.7,499.7,1201,335,89.3,6.98,-0.599,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
837,8,1077.3,16.3,0.233,459,4.92,1.91,1.32,1,4.86,32.67,28.73,34.55,599.51,594.43,21.658,22.928,39,41.29,499.7,1200,279,89.3,9.36,-0.601,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
936,9,1207.5,20,0.224,620,4.76,1.92,1.32,1,4.86,32.67,28.68,34.55,800.27,793.98,21.524,22.752,38.75,40.96,499.6,1201,302,89.29,12,-0.601,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
1035,10,1342,20.4,0.23,814,4.86,1.91,1.32,1,4.86,32.72,28.6,34.61,1000.08,993.43,21.386,22.64,38.4,40.65,499.8,1199,324,89.29,14.6,-0.6,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
1152,11,1483,23.2,0.231,1280,4.96,1.94,1.32,1,4.86,32.84,28.71,34.74,1499.61,1491.52,21.304,22.585,37.99,40.28,499.6,1199,393,89.29,21.1,-0.551,111115,rgn-aggi-zao8 (RCMP).csv,8/26/19,J10,Agrostis gigantea,aggig,aggig-J10-1
1153,1,603,26.8,0.447,281,7.88,1.89,0.903,1,4.86,30.98,27.64,32.74,399.64,394.25,16.71,18.105,37.42,40.54,500.7,1199,304,100.9,3.7,-0.501,111115,rgn-agst-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis stolonifera,agsto,agsto-J6-1
2142,2,708,19,0.457,217,8.17,1.92,0.903,1,4.86,31.08,27.8,32.84,300.34,296.47,16.716,18.162,37.22,40.44,500.7,1199,306,100.9,2.8,-0.482,111115,rgn-agst-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis stolonifera,agsto,agsto-J6-1
3149,3,814,12.1,0.503,149,8.84,1.9,0.903,1,4.86,31.19,27.79,32.94,199.04,196.55,16.72,18.286,36.99,40.46,500.6,1200,326,100.9,1.87,-0.472,111115,rgn-agst-hirose1-1.1 (RCMP).csv,7/9/19,J6,Agrostis stolonifera,agsto,agsto-J6-1
